Cohort,Chrom,Inv,Allele_N,Obs_Freq_Var,Scaling,Sampled_Variance
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.003981071705534904,0.000318166960976283
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.005011872336272633,0.0002534050753208551
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.006309573444801814,0.00020131210171263532
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.00794328234724266,0.00015980738318010604
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.009999999999999796,0.00012665686297340693
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.012589254117941404,0.00010067431802386357
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.015848931924610784,8.01040664730526e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.019952623149688337,6.36202652808609e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.025118864315095205,5.03875024232179e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.031622776601683014,4.005496096333083e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.039810717055348714,3.186376873056389e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.050118723362725916,2.5269170944784385e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.06309573444801762,2.0107839819501375e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.07943282347242595,1.5969175088384372e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.09999999999999713,1.2690633407540557e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.125892541179413,1.0090234600430857e-05
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.15848931924610654,8.023632157236525e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.19952623149688176,6.3594957431605205e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.25118864315095,5.043510675941355e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.31622776601682756,4.016504341362546e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.3981071705534839,3.1838624403104277e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.501187233627255,2.5271258601290274e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.630957344480171,2.0109933772365106e-06
Cntrl 3,2L,Adult,400,1.4907764838260233e-06,0.794328234724253,1.597681382157051e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,3.1622776601683795e-05,0.06766003572530864
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,3.9810717055349695e-05,0.05153058859284454
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,5.011872336272715e-05,0.038686187915109464
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,6.309573444801917e-05,0.02947251431656634
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,7.94328234724279e-05,0.02363541198528565
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,9.999999999999958e-05,0.018173720582005497
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0001258925411794161,0.014313530962722048
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.00015848931924611044,0.011576382783350573
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.00019952623149688666,0.009025734558455331
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.00025118864315095617,0.007149801160614039
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.00031622776601683534,0.0056379718915617605
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.00039810717055349367,0.004449860283420788
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0005011872336272673,0.0035418472096869387
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0006309573444801866,0.002812087115998222
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0007943282347242724,0.0022272362444200693
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0009999999999999877,0.0017693472133116055
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0012589254117941508,0.0014048201144679813
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0015848931924610915,0.0011120488137890347
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0019952623149688503,0.0008818770481681323
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.0025118864315095413,0.000701905946423809
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.003162277660168328,0.0005568588787293143
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.003981071705534904,0.000443515243365506
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.005011872336272633,0.0003508953457520932
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.006309573444801814,0.00027904698740331994
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.00794328234724266,0.0002215973470881157
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.009999999999999796,0.0001764160642540586
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.012589254117941404,0.0001395211613266143
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.015848931924610784,0.00011133308157531997
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.019952623149688337,8.826743129660981e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.025118864315095205,6.973227484720869e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.031622776601683014,5.572206743429225e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.039810717055348714,4.4162269377661163e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.050118723362725916,3.5170115966968115e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.06309573444801762,2.7858950487208674e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.07943282347242595,2.220179105484484e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.09999999999999713,1.766025251211924e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.125892541179413,1.394609142890032e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.15848931924610654,1.1123965075272599e-05
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.19952623149688176,8.822148424484515e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.25118864315095,7.016746211580698e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.31622776601682756,5.573821002340937e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.3981071705534839,4.419507960970492e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.501187233627255,3.5177875291508803e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.630957344480171,2.788775349415673e-06
Cntrl 100e,2L,Embryo,200,2.2575025047385778e-06,0.794328234724253,2.2208927209841668e-06
418,2L,Embryo,2506,5.3495658567750194e-05,3.1622776601683795e-05,0.025237276338316104
418,2L,Embryo,2506,5.3495658567750194e-05,3.9810717055349695e-05,0.020466176449429576
418,2L,Embryo,2506,5.3495658567750194e-05,5.011872336272715e-05,0.015811243188699912
418,2L,Embryo,2506,5.3495658567750194e-05,6.309573444801917e-05,0.012444348957424573
418,2L,Embryo,2506,5.3495658567750194e-05,7.94328234724279e-05,0.009791449805817929
418,2L,Embryo,2506,5.3495658567750194e-05,9.999999999999958e-05,0.0077291183992329385
418,2L,Embryo,2506,5.3495658567750194e-05,0.0001258925411794161,0.006119182069195806
418,2L,Embryo,2506,5.3495658567750194e-05,0.00015848931924611044,0.004849633832849109
418,2L,Embryo,2506,5.3495658567750194e-05,0.00019952623149688666,0.0038550845005949088
418,2L,Embryo,2506,5.3495658567750194e-05,0.00025118864315095617,0.0030602571633904035
418,2L,Embryo,2506,5.3495658567750194e-05,0.00031622776601683534,0.00241147646185052
418,2L,Embryo,2506,5.3495658567750194e-05,0.00039810717055349367,0.0019121151128276164
418,2L,Embryo,2506,5.3495658567750194e-05,0.0005011872336272673,0.001513111137642337
418,2L,Embryo,2506,5.3495658567750194e-05,0.0006309573444801866,0.001203327825828628
418,2L,Embryo,2506,5.3495658567750194e-05,0.0007943282347242724,0.0009561594013281135
418,2L,Embryo,2506,5.3495658567750194e-05,0.0009999999999999877,0.0007580181864910056
418,2L,Embryo,2506,5.3495658567750194e-05,0.0012589254117941508,0.0005995523115369299
418,2L,Embryo,2506,5.3495658567750194e-05,0.0015848931924610915,0.0004758296939570009
418,2L,Embryo,2506,5.3495658567750194e-05,0.0019952623149688503,0.00037927825896856576
418,2L,Embryo,2506,5.3495658567750194e-05,0.0025118864315095413,0.00030190148333878684
418,2L,Embryo,2506,5.3495658567750194e-05,0.003162277660168328,0.00023926274362351868
418,2L,Embryo,2506,5.3495658567750194e-05,0.003981071705534904,0.0001899560521166603
418,2L,Embryo,2506,5.3495658567750194e-05,0.005011872336272633,0.00015118991914666327
418,2L,Embryo,2506,5.3495658567750194e-05,0.006309573444801814,0.00011976320958627735
418,2L,Embryo,2506,5.3495658567750194e-05,0.00794328234724266,9.523179536641017e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.009999999999999796,7.565221430049329e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.012589254117941404,6.0146238818754814e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.015848931924610784,4.759239868000878e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.019952623149688337,3.7925699352408755e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.025118864315095205,3.0082365499518297e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.031622776601683014,2.3910772993313865e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.039810717055348714,1.898418958641779e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.050118723362725916,1.5112117105996516e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.06309573444801762,1.1961823373597325e-05
418,2L,Embryo,2506,5.3495658567750194e-05,0.07943282347242595,9.514329710595246e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.09999999999999713,7.572384640750194e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.125892541179413,5.984886989282978e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.15848931924610654,4.772213741264078e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.19952623149688176,3.781027830776866e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.25118864315095,3.0135736926399204e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.31622776601682756,2.3959518016740006e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.3981071705534839,1.9030970895463584e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.501187233627255,1.5056159625188961e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.630957344480171,1.1995382109345397e-06
418,2L,Embryo,2506,5.3495658567750194e-05,0.794328234724253,9.524899983517987e-07
418,2R,Embryo,2506,4.675208883894513e-05,3.1622776601683795e-05,0.04105929161155203
418,2R,Embryo,2506,4.675208883894513e-05,3.9810717055349695e-05,0.03152971309156378
418,2R,Embryo,2506,4.675208883894513e-05,5.011872336272715e-05,0.0242414370816363
418,2R,Embryo,2506,4.675208883894513e-05,6.309573444801917e-05,0.019165053117282036
418,2R,Embryo,2506,4.675208883894513e-05,7.94328234724279e-05,0.01519448076444271
418,2R,Embryo,2506,4.675208883894513e-05,9.999999999999958e-05,0.011948355978440265
418,2R,Embryo,2506,4.675208883894513e-05,0.0001258925411794161,0.009450748760924098
418,2R,Embryo,2506,4.675208883894513e-05,0.00015848931924611044,0.007406330615518092
418,2R,Embryo,2506,4.675208883894513e-05,0.00019952623149688666,0.0058793942191487985
418,2R,Embryo,2506,4.675208883894513e-05,0.00025118864315095617,0.004672216696275266
418,2R,Embryo,2506,4.675208883894513e-05,0.00031622776601683534,0.003693283298527205
418,2R,Embryo,2506,4.675208883894513e-05,0.00039810717055349367,0.0029265306253405954
418,2R,Embryo,2506,4.675208883894513e-05,0.0005011872336272673,0.0023270683894217174
418,2R,Embryo,2506,4.675208883894513e-05,0.0006309573444801866,0.001837592799219184
418,2R,Embryo,2506,4.675208883894513e-05,0.0007943282347242724,0.0014595254203858227
418,2R,Embryo,2506,4.675208883894513e-05,0.0009999999999999877,0.001157074955510063
418,2R,Embryo,2506,4.675208883894513e-05,0.0012589254117941508,0.0009165387158150056
418,2R,Embryo,2506,4.675208883894513e-05,0.0015848931924610915,0.0007280285406445078
418,2R,Embryo,2506,4.675208883894513e-05,0.0019952623149688503,0.0005780884474076469
418,2R,Embryo,2506,4.675208883894513e-05,0.0025118864315095413,0.00046014344825314856
418,2R,Embryo,2506,4.675208883894513e-05,0.003162277660168328,0.00036485304845986844
418,2R,Embryo,2506,4.675208883894513e-05,0.003981071705534904,0.000289591330200969
418,2R,Embryo,2506,4.675208883894513e-05,0.005011872336272633,0.00023055847196555365
418,2R,Embryo,2506,4.675208883894513e-05,0.006309573444801814,0.00018287424394904442
418,2R,Embryo,2506,4.675208883894513e-05,0.00794328234724266,0.00014505067831220808
418,2R,Embryo,2506,4.675208883894513e-05,0.009999999999999796,0.00011531166176409268
418,2R,Embryo,2506,4.675208883894513e-05,0.012589254117941404,9.15783884462593e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.015848931924610784,7.274263340507503e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.019952623149688337,5.7770905085584703e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.025118864315095205,4.588764071803247e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.031622776601683014,3.6502233991579595e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.039810717055348714,2.8941492916463285e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.050118723362725916,2.298719309939037e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.06309573444801762,1.8302826695328003e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.07943282347242595,1.4511820017300267e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.09999999999999713,1.1526531148176536e-05
418,2R,Embryo,2506,4.675208883894513e-05,0.125892541179413,9.13824050560979e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.15848931924610654,7.257313207495569e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.19952623149688176,5.778407009017044e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.25118864315095,4.584827335580201e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.31622776601682756,3.6466143468364697e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.3981071705534839,2.897287979217866e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.501187233627255,2.3055495544857753e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.630957344480171,1.8213759067550044e-06
418,2R,Embryo,2506,4.675208883894513e-05,0.794328234724253,1.4505631446089553e-06
418,3L,Embryo,2506,2.9346448566282104e-05,3.1622776601683795e-05,0.010207937321970412
418,3L,Embryo,2506,2.9346448566282104e-05,3.9810717055349695e-05,0.008283967820900386
418,3L,Embryo,2506,2.9346448566282104e-05,5.011872336272715e-05,0.006412819158253893
418,3L,Embryo,2506,2.9346448566282104e-05,6.309573444801917e-05,0.00504810498861982
418,3L,Embryo,2506,2.9346448566282104e-05,7.94328234724279e-05,0.004007731723328604
418,3L,Embryo,2506,2.9346448566282104e-05,9.999999999999958e-05,0.0031592340541479677
418,3L,Embryo,2506,2.9346448566282104e-05,0.0001258925411794161,0.0024820446530910804
418,3L,Embryo,2506,2.9346448566282104e-05,0.00015848931924611044,0.0019882009978251947
418,3L,Embryo,2506,2.9346448566282104e-05,0.00019952623149688666,0.0015686669357857573
418,3L,Embryo,2506,2.9346448566282104e-05,0.00025118864315095617,0.0012522683594967524
418,3L,Embryo,2506,2.9346448566282104e-05,0.00031622776601683534,0.00099237113216365
418,3L,Embryo,2506,2.9346448566282104e-05,0.00039810717055349367,0.0007863078065839516
418,3L,Embryo,2506,2.9346448566282104e-05,0.0005011872336272673,0.0006234226298983748
418,3L,Embryo,2506,2.9346448566282104e-05,0.0006309573444801866,0.0004941771058573759
418,3L,Embryo,2506,2.9346448566282104e-05,0.0007943282347242724,0.00039303701445906475
418,3L,Embryo,2506,2.9346448566282104e-05,0.0009999999999999877,0.0003114560365733614
418,3L,Embryo,2506,2.9346448566282104e-05,0.0012589254117941508,0.0002473967842562948
418,3L,Embryo,2506,2.9346448566282104e-05,0.0015848931924610915,0.00019712302175209462
418,3L,Embryo,2506,2.9346448566282104e-05,0.0019952623149688503,0.0001559607272343819
418,3L,Embryo,2506,2.9346448566282104e-05,0.0025118864315095413,0.0001240752025443615
418,3L,Embryo,2506,2.9346448566282104e-05,0.003162277660168328,9.843976976532231e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.003981071705534904,7.835297727536649e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.005011872336272633,6.209901331473865e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.006309573444801814,4.9366918949315204e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.00794328234724266,3.919369870220364e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.009999999999999796,3.1117853817737195e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.012589254117941404,2.472329067609271e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.015848931924610784,1.9612207043820654e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.019952623149688337,1.560054432821078e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.025118864315095205,1.2386149908175625e-05
418,3L,Embryo,2506,2.9346448566282104e-05,0.031622776601683014,9.860072383270493e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.039810717055348714,7.813861466775464e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.050118723362725916,6.212104667672217e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.06309573444801762,4.943305624393551e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.07943282347242595,3.919072315434435e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.09999999999999713,3.1057542303777362e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.125892541179413,2.4715824924285277e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.15848931924610654,1.963351053964614e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.19952623149688176,1.5568285014781844e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.25118864315095,1.2371680441096415e-06
418,3L,Embryo,2506,2.9346448566282104e-05,0.31622776601682756,9.843791138102285e-07
418,3L,Embryo,2506,2.9346448566282104e-05,0.3981071705534839,7.820963899378874e-07
418,3L,Embryo,2506,2.9346448566282104e-05,0.501187233627255,6.222003449686122e-07
418,3L,Embryo,2506,2.9346448566282104e-05,0.630957344480171,4.923163620003432e-07
418,3L,Embryo,2506,2.9346448566282104e-05,0.794328234724253,3.910490668095736e-07
418,3R,Embryo,2506,2.4913037903848775e-05,3.1622776601683795e-05,0.03365746304003307
418,3R,Embryo,2506,2.4913037903848775e-05,3.9810717055349695e-05,0.030746822630935294
418,3R,Embryo,2506,2.4913037903848775e-05,5.011872336272715e-05,0.019371531625373348
418,3R,Embryo,2506,2.4913037903848775e-05,6.309573444801917e-05,0.016641128792734876
418,3R,Embryo,2506,2.4913037903848775e-05,7.94328234724279e-05,0.012316943396344168
418,3R,Embryo,2506,2.4913037903848775e-05,9.999999999999958e-05,0.009654377503858077
418,3R,Embryo,2506,2.4913037903848775e-05,0.0001258925411794161,0.007569068105785435
418,3R,Embryo,2506,2.4913037903848775e-05,0.00015848931924611044,0.006158252077221372
418,3R,Embryo,2506,2.4913037903848775e-05,0.00019952623149688666,0.004704700208256254
418,3R,Embryo,2506,2.4913037903848775e-05,0.00025118864315095617,0.0037787650400407046
418,3R,Embryo,2506,2.4913037903848775e-05,0.00031622776601683534,0.0029678987692619797
418,3R,Embryo,2506,2.4913037903848775e-05,0.00039810717055349367,0.0023152478090989878
418,3R,Embryo,2506,2.4913037903848775e-05,0.0005011872336272673,0.0018558986081804207
418,3R,Embryo,2506,2.4913037903848775e-05,0.0006309573444801866,0.0014596195885591672
418,3R,Embryo,2506,2.4913037903848775e-05,0.0007943282347242724,0.0011646142634647826
418,3R,Embryo,2506,2.4913037903848775e-05,0.0009999999999999877,0.0009193855711709583
418,3R,Embryo,2506,2.4913037903848775e-05,0.0012589254117941508,0.000732119823037033
418,3R,Embryo,2506,2.4913037903848775e-05,0.0015848931924610915,0.0005801339298188767
418,3R,Embryo,2506,2.4913037903848775e-05,0.0019952623149688503,0.0004614483971285315
418,3R,Embryo,2506,2.4913037903848775e-05,0.0025118864315095413,0.0003665274977359057
418,3R,Embryo,2506,2.4913037903848775e-05,0.003162277660168328,0.0002894355334330174
418,3R,Embryo,2506,2.4913037903848775e-05,0.003981071705534904,0.00023013418248931774
418,3R,Embryo,2506,2.4913037903848775e-05,0.005011872336272633,0.00018272039779720838
418,3R,Embryo,2506,2.4913037903848775e-05,0.006309573444801814,0.0001456229528766241
418,3R,Embryo,2506,2.4913037903848775e-05,0.00794328234724266,0.0001156391493720188
418,3R,Embryo,2506,2.4913037903848775e-05,0.009999999999999796,9.179933261619088e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.012589254117941404,7.27345724026792e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.015848931924610784,5.790463329771743e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.019952623149688337,4.568006229137893e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.025118864315095205,3.652439843961174e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.031622776601683014,2.8973188848036318e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.039810717055348714,2.305179051398023e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.050118723362725916,1.826889561259468e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.06309573444801762,1.4593941597222475e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.07943282347242595,1.1509732843135759e-05
418,3R,Embryo,2506,2.4913037903848775e-05,0.09999999999999713,9.14762370478393e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.125892541179413,7.287605050626064e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.15848931924610654,5.79160092279964e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.19952623149688176,4.601694129684461e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.25118864315095,3.6441419024938737e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.31622776601682756,2.8896242646852905e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.3981071705534839,2.3068071491117343e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.501187233627255,1.8276485840196585e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.630957344480171,1.456051016016508e-06
418,3R,Embryo,2506,2.4913037903848775e-05,0.794328234724253,1.1549712139830004e-06
